"fieldId","btId","type","name","nameLabel","descriptionLabel","parentNodeId","maxLength","privacyCode","xpathAbsolute","businessEntityId"
"BT-197(BT-162)-Tender-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-ConcessionRevenueUserUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='con-rev-use']/cbc:ReasonCode/@listName","tender"
"BT-197(BT-163)-Tender","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-ValueConcessionDescriptionUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='val-con-des']/cbc:ReasonCode","tender"
"BT-197(BT-163)-Tender-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-ValueConcessionDescriptionUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:ConcessionRevenue/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='val-con-des']/cbc:ReasonCode/@listName","tender"
"BT-197(BT-171)-Tender","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-TenderRankUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='ten-ran']/cbc:ReasonCode","tender"
"BT-197(BT-171)-Tender-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-TenderRankUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='ten-ran']/cbc:ReasonCode/@listName","tender"
"BT-197(BT-191)-Tender","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-CountryOriginUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:Origin/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='cou-ori']/cbc:ReasonCode","tender"
"BT-197(BT-191)-Tender-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-CountryOriginUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:Origin/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='cou-ori']/cbc:ReasonCode/@listName","tender"
"BT-197(BT-193)-Tender","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-WinningTenderVariantUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='win-ten-var']/cbc:ReasonCode","tender"
"BT-197(BT-193)-Tender-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-WinningTenderVariantUnpublish","NULL","NULL","/*/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:NoticeResult/efac:LotTender/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='win-ten-var']/cbc:ReasonCode/@listName","tender"
"BT-197(BT-539)-Lot","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionTypeUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-typ']/cbc:ReasonCode","lot"
"BT-197(BT-539)-Lot-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionTypeUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-typ']/cbc:ReasonCode/@listName","lot"
"BT-197(BT-539)-LotsGroup","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionTypeUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-typ']/cbc:ReasonCode","groupOfLots"
"BT-197(BT-539)-LotsGroup-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionTypeUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-typ']/cbc:ReasonCode/@listName","groupOfLots"
"BT-197(BT-540)-Lot","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionDescriptionUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-des']/cbc:ReasonCode","lot"
"BT-197(BT-540)-Lot-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionDescriptionUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-des']/cbc:ReasonCode/@listName","lot"
"BT-197(BT-540)-LotsGroup","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionDescriptionUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-des']/cbc:ReasonCode","groupOfLots"
"BT-197(BT-540)-LotsGroup-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionDescriptionUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-des']/cbc:ReasonCode/@listName","groupOfLots"
"BT-197(BT-541)-Lot-Fixed","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionFixNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-fixed']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode","lot"
"BT-197(BT-541)-Lot-Fixed-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionFixNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-fixed']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode/@listName","lot"
"BT-197(BT-541)-Lot-Threshold","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionThresholdNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode","lot"
"BT-197(BT-541)-Lot-Threshold-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionThresholdNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode/@listName","lot"
"BT-197(BT-541)-Lot-Weight","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionWeightNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-weight']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode","lot"
"BT-197(BT-541)-Lot-Weight-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotAwardCriterionWeightNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='Lot']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-weight']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode/@listName","lot"
"BT-197(BT-541)-LotsGroup-Fixed","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionFixNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-fixed']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode","groupOfLots"
"BT-197(BT-541)-LotsGroup-Fixed-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionFixNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-fixed']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode/@listName","groupOfLots"
"BT-197(BT-541)-LotsGroup-Threshold","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionThresholdNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode","groupOfLots"
"BT-197(BT-541)-LotsGroup-Threshold-List","BT-197","text","Unpublished Justification Code Listname","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionThresholdNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-threshold']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode/@listName","groupOfLots"
"BT-197(BT-541)-LotsGroup-Weight","BT-197","code","Unpublished Justification Code","Justification code","The justification for not immediately publishing a field.","ND-LotsGroupAwardCriterionWeightNumberUnpublish","NULL","NULL","/*/cac:ProcurementProjectLot[cbc:ID/@schemeName='LotsGroup']/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionParameter[efbc:ParameterCode/@listName='number-weight']/efac:FieldsPrivacy[efbc:FieldIdentifierCode/text()='awa-cri-num']/cbc:ReasonCode","groupOfLots"
